  x  	  n(x)  	  dndx(x)  	 (maj)p(x) 	  Alfa  	  Conduction level  	  Valence level  	 EQ Field   	 Generation
 1.132e-06	3.78e+16	2.099e+22	2.038e+18	5206	2.33	0	-3.8e+05	3.473e+26
 1.134e-06	3.784e+16	2.101e+22	2.038e+18	5617	2.329	0	-3.8e+05	3.47e+26
 1.136e-06	3.789e+16	2.103e+22	2.038e+18	6060	2.328	0	-3.8e+05	3.469e+26
 1.138e-06	3.793e+16	2.105e+22	2.038e+18	6539	2.328	0	-3.8e+05	3.473e+26
  1.14e-06	3.797e+16	2.107e+22	2.038e+18	7055	2.327	0	-3.8e+05	3.479e+26
 1.142e-06	3.801e+16	2.109e+22	2.038e+18	7612	2.326	0	-3.8e+05	3.49e+26
 1.144e-06	3.805e+16	2.111e+22	2.038e+18	8213	2.325	0	-3.8e+05	3.488e+26
 1.146e-06	3.81e+16	2.113e+22	2.038e+18	8862	2.325	0	-3.8e+05	3.486e+26
 1.148e-06	3.814e+16	2.115e+22	2.038e+18	9562	2.324	0	-3.8e+05	3.488e+26
  1.15e-06	3.818e+16	2.117e+22	2.038e+18	1.032e+04	2.323	0	-3.8e+05	3.494e+26
 1.152e-06	3.822e+16	2.119e+22	2.038e+18	1.113e+04	2.322	0	-3.8e+05	3.503e+26
 1.154e-06	3.827e+16	2.121e+22	2.038e+18	1.201e+04	2.321	0	-3.8e+05	3.513e+26
 1.156e-06	3.831e+16	2.123e+22	2.038e+18	1.296e+04	2.321	0	-3.8e+05	3.51e+26
 1.158e-06	3.835e+16	2.125e+22	2.038e+18	1.398e+04	2.32	0	-3.8e+05	3.51e+26
  1.16e-06	3.839e+16	2.127e+22	2.038e+18	1.509e+04	2.319	0	-3.8e+05	3.513e+26
 1.162e-06	3.844e+16	2.129e+22	2.038e+18	1.628e+04	2.318	0	-3.8e+05	3.52e+26
 1.164e-06	3.848e+16	2.131e+22	2.038e+18	1.756e+04	2.318	0	-3.8e+05	3.531e+26
 1.166e-06	3.852e+16	2.133e+22	2.039e+18	1.895e+04	2.317	0	-3.8e+05	3.536e+26
 1.168e-06	3.856e+16	2.135e+22	2.039e+18	2.045e+04	2.316	0	-3.8e+05	3.534e+26
  1.17e-06	3.861e+16	2.137e+22	2.039e+18	2.206e+04	2.315	0	-3.8e+05	3.535e+26
 1.172e-06	3.865e+16	2.139e+22	2.039e+18	2.38e+04	2.315	0	-3.8e+05	3.539e+26
 1.174e-06	3.869e+16	2.141e+22	2.039e+18	2.568e+04	2.314	0	-3.8e+05	3.547e+26
 1.176e-06	3.873e+16	2.143e+22	2.039e+18	2.771e+04	2.313	0	-3.8e+05	3.559e+26
 1.178e-06	3.878e+16	2.144e+22	2.039e+18	2.99e+04	2.312	0	-3.8e+05	3.558e+26
  1.18e-06	3.882e+16	2.146e+22	2.039e+18	3.226e+04	2.312	0	-3.8e+05	3.556e+26
 1.182e-06	3.886e+16	2.148e+22	2.039e+18	3.481e+04	2.311	0	-3.8e+05	3.556e+26
 1.184e-06	3.891e+16	2.15e+22	2.039e+18	3.755e+04	2.31	0	-3.8e+05	3.56e+26
 1.186e-06	3.895e+16	2.152e+22	2.039e+18	4.052e+04	2.309	0	-3.8e+05	3.568e+26
 1.188e-06	3.899e+16	2.154e+22	2.039e+18	4.372e+04	2.309	0	-3.8e+05	3.577e+26
  1.19e-06	3.904e+16	2.155e+22	2.039e+18	4.717e+04	2.308	0	-3.8e+05	3.573e+26
 1.192e-06	3.908e+16	2.157e+22	2.039e+18	5.09e+04	2.307	0	-3.8e+05	3.572e+26
 1.194e-06	3.912e+16	2.159e+22	2.039e+18	5.491e+04	2.306	0	-3.8e+05	3.574e+26
 1.196e-06	3.917e+16	2.161e+22	2.039e+18	5.925e+04	2.306	0	-3.8e+05	3.579e+26
 1.198e-06	3.921e+16	2.163e+22	2.039e+18	6.393e+04	2.305	0	-3.8e+05	3.589e+26
   1.2e-06	3.925e+16	2.165e+22	2.039e+18	6.898e+04	2.304	0	-3.8e+05	3.593e+26
 1.202e-06	3.93e+16	2.167e+22	2.039e+18	7.442e+04	2.303	0	-3.8e+05	3.589e+26
 1.204e-06	3.934e+16	2.169e+22	2.039e+18	8.03e+04	2.302	0	-3.8e+05	3.588e+26
 1.206e-06	3.938e+16	2.171e+22	2.039e+18	8.664e+04	2.302	0	-3.8e+05	3.591e+26
 1.208e-06	3.943e+16	2.173e+22	2.039e+18	9.348e+04	2.301	0	-3.8e+05	3.597e+26
  1.21e-06	3.947e+16	2.175e+22	2.039e+18	1.009e+05	2.3	0	-3.8e+05	3.608e+26
 1.212e-06	3.951e+16	2.177e+22	2.04e+18	1.088e+05	2.299	0	-3.8e+05	3.605e+26
 1.214e-06	3.956e+16	2.179e+22	2.04e+18	1.174e+05	2.299	0	-3.8e+05	3.602e+26
 1.216e-06	3.96e+16	2.181e+22	2.04e+18	1.267e+05	2.298	0	-3.8e+05	3.602e+26
 1.218e-06	3.964e+16	2.183e+22	2.04e+18	1.367e+05	2.297	0	-3.8e+05	3.605e+26
  1.22e-06	3.969e+16	2.185e+22	2.04e+18	1.475e+05	2.296	0	-3.8e+05	3.613e+26
 1.222e-06	3.973e+16	2.187e+22	2.04e+18	1.591e+05	2.296	0	-3.8e+05	3.619e+26
 1.224e-06	3.977e+16	2.19e+22	2.04e+18	1.717e+05	2.295	0	-3.8e+05	3.615e+26
 1.226e-06	3.982e+16	2.192e+22	2.04e+18	1.853e+05	2.294	0	-3.8e+05	3.614e+26
 1.228e-06	3.986e+16	2.194e+22	2.04e+18	1.999e+05	2.293	0	-3.8e+05	3.616e+26
  1.23e-06	3.991e+16	2.197e+22	2.04e+18	2.157e+05	2.293	0	-3.8e+05	3.622e+26
 1.232e-06	3.995e+16	2.199e+22	2.04e+18	2.327e+05	2.292	0	-3.8e+05	3.631e+26
 1.234e-06	3.999e+16	2.201e+22	2.04e+18	2.511e+05	2.291	0	-3.8e+05	3.633e+26
 1.236e-06	4.004e+16	2.203e+22	2.04e+18	2.709e+05	2.29	0	-3.8e+05	3.632e+26
 1.238e-06	4.008e+16	2.206e+22	2.04e+18	2.923e+05	2.29	0	-3.8e+05	3.633e+26
  1.24e-06	4.013e+16	2.208e+22	2.04e+18	3.154e+05	2.289	0	-3.8e+05	3.638e+26
 1.242e-06	4.017e+16	2.21e+22	2.04e+18	3.403e+05	2.288	0	-3.8e+05	3.648e+26
 1.244e-06	4.021e+16	2.213e+22	2.04e+18	3.672e+05	2.287	0	-3.8e+05	3.659e+26
 1.246e-06	4.026e+16	2.215e+22	2.04e+18	3.961e+05	2.287	0	-3.8e+05	3.656e+26
 1.248e-06	4.03e+16	2.217e+22	2.04e+18	4.274e+05	2.286	0	-3.8e+05	3.656e+26
  1.25e-06	4.035e+16	2.22e+22	2.04e+18	4.612e+05	2.285	0	-3.8e+05	3.659e+26
 1.252e-06	4.039e+16	2.222e+22	2.04e+18	4.976e+05	2.284	0	-3.8e+05	3.666e+26
 1.254e-06	4.044e+16	2.224e+22	2.04e+18	5.369e+05	2.283	0	-3.8e+05	3.677e+26
 1.256e-06	4.048e+16	2.226e+22	2.04e+18	5.793e+05	2.283	0	-3.8e+05	3.681e+26
 1.258e-06	4.053e+16	2.228e+22	2.041e+18	6.25e+05	2.282	0	-3.8e+05	3.68e+26
  1.26e-06	4.057e+16	2.231e+22	2.041e+18	6.744e+05	2.281	0	-3.8e+05	3.681e+26
 1.262e-06	4.061e+16	2.233e+22	2.041e+18	7.276e+05	2.28	0	-3.8e+05	3.686e+26
 1.264e-06	4.066e+16	2.235e+22	2.041e+18	7.851e+05	2.28	0	-3.8e+05	3.695e+26
 1.266e-06	4.07e+16	2.237e+22	2.041e+18	8.471e+05	2.279	0	-3.8e+05	3.707e+26
 1.268e-06	4.075e+16	2.239e+22	2.041e+18	9.139e+05	2.278	0	-3.8e+05	3.705e+26
  1.27e-06	4.079e+16	2.242e+22	2.041e+18	9.861e+05	2.277	0	-3.8e+05	3.704e+26
 1.272e-06	4.084e+16	2.244e+22	2.041e+18	1.064e+06	2.277	0	-3.8e+05	3.707e+26
 1.274e-06	4.088e+16	2.246e+22	2.041e+18	1.148e+06	2.276	0	-3.8e+05	3.713e+26
 1.276e-06	4.093e+16	2.248e+22	2.041e+18	1.239e+06	2.275	0	-3.8e+05	3.724e+26
 1.278e-06	4.097e+16	2.25e+22	2.041e+18	1.336e+06	2.274	0	-3.8e+05	3.728e+26
  1.28e-06	4.102e+16	2.252e+22	2.041e+18	1.442e+06	2.274	0	-3.8e+05	3.726e+26
 1.282e-06	4.106e+16	2.254e+22	2.041e+18	1.556e+06	2.273	0	-3.8e+05	3.727e+26
 1.284e-06	4.111e+16	2.257e+22	2.041e+18	1.679e+06	2.272	0	-3.8e+05	3.731e+26
 1.286e-06	4.115e+16	2.259e+22	2.041e+18	1.811e+06	2.271	0	-3.8e+05	3.739e+26
 1.288e-06	4.12e+16	2.261e+22	2.041e+18	1.954e+06	2.271	0	-3.8e+05	3.75e+26
  1.29e-06	4.124e+16	2.263e+22	2.041e+18	2.109e+06	2.27	0	-3.8e+05	3.748e+26
 1.292e-06	4.129e+16	2.265e+22	2.041e+18	2.275e+06	2.269	0	-3.8e+05	3.747e+26
 1.294e-06	4.133e+16	2.267e+22	2.041e+18	2.455e+06	2.268	0	-3.8e+05	3.75e+26
 1.296e-06	4.138e+16	2.269e+22	2.041e+18	2.649e+06	2.268	0	-3.8e+05	3.756e+26
 1.298e-06	4.143e+16	2.271e+22	2.041e+18	2.858e+06	2.267	0	-3.8e+05	3.767e+26
   1.3e-06	4.147e+16	2.273e+22	2.041e+18	3.083e+06	2.266	0	-3.8e+05	3.771e+26
 1.302e-06	4.152e+16	2.276e+22	2.042e+18	3.327e+06	2.265	0	-3.8e+05	3.768e+26
 1.304e-06	4.156e+16	2.278e+22	2.042e+18	3.59e+06	2.264	0	-3.8e+05	3.769e+26
 1.306e-06	4.161e+16	2.28e+22	2.042e+18	3.873e+06	2.264	0	-3.8e+05	3.774e+26
 1.308e-06	4.165e+16	2.282e+22	2.042e+18	4.179e+06	2.263	0	-3.8e+05	3.783e+26
  1.31e-06	4.17e+16	2.284e+22	2.042e+18	4.509e+06	2.262	0	-3.8e+05	3.793e+26
 1.312e-06	4.174e+16	2.286e+22	2.042e+18	4.865e+06	2.261	0	-3.8e+05	3.79e+26
 1.314e-06	4.179e+16	2.288e+22	2.042e+18	5.249e+06	2.261	0	-3.8e+05	3.79e+26
 1.316e-06	4.184e+16	2.29e+22	2.042e+18	5.663e+06	2.26	0	-3.8e+05	3.794e+26
 1.318e-06	4.188e+16	2.292e+22	2.042e+18	6.111e+06	2.259	0	-3.8e+05	3.801e+26
  1.32e-06	4.193e+16	2.294e+22	2.042e+18	6.593e+06	2.258	0	-3.8e+05	3.813e+26
 1.322e-06	4.197e+16	2.296e+22	2.042e+18	7.114e+06	2.258	0	-3.8e+05	3.814e+26
 1.324e-06	4.202e+16	2.298e+22	2.042e+18	7.675e+06	2.257	0	-3.8e+05	3.813e+26
 1.326e-06	4.207e+16	2.3e+22	2.042e+18	8.281e+06	2.256	0	-3.8e+05	3.815e+26
 1.328e-06	4.211e+16	2.302e+22	2.042e+18	8.935e+06	2.255	0	-3.8e+05	3.82e+26
  1.33e-06	4.216e+16	2.304e+22	2.042e+18	9.641e+06	2.255	0	-3.8e+05	3.83e+26
 1.332e-06	4.22e+16	2.306e+22	2.042e+18	1.02e+07	2.254	0	-3.8e+05	3.838e+26
 1.334e-06	4.225e+16	2.308e+22	2.042e+18	1.034e+07	2.253	0	-3.8e+05	3.836e+26
 1.336e-06	4.23e+16	2.309e+22	2.042e+18	1.044e+07	2.252	0	-3.8e+05	3.836e+26
 1.338e-06	4.234e+16	2.311e+22	2.042e+18	1.052e+07	2.252	0	-3.8e+05	3.84e+26
  1.34e-06	4.239e+16	2.313e+22	2.042e+18	1.059e+07	2.251	0	-3.8e+05	3.849e+26
 1.342e-06	4.243e+16	2.315e+22	2.042e+18	1.065e+07	2.25	0	-3.8e+05	3.861e+26
 1.344e-06	4.248e+16	2.317e+22	2.042e+18	1.07e+07	2.249	0	-3.8e+05	3.859e+26
 1.346e-06	4.253e+16	2.318e+22	2.043e+18	1.076e+07	2.249	0	-3.8e+05	3.858e+26
 1.348e-06	4.257e+16	2.32e+22	2.043e+18	1.08e+07	2.248	0	-3.8e+05	3.861e+26
  1.35e-06	4.262e+16	2.322e+22	2.043e+18	1.085e+07	2.247	0	-3.8e+05	3.868e+26
 1.352e-06	4.267e+16	2.324e+22	2.043e+18	1.089e+07	2.246	0	-3.8e+05	3.879e+26
 1.354e-06	4.271e+16	2.325e+22	2.043e+18	1.094e+07	2.245	0	-3.8e+05	3.883e+26
 1.356e-06	4.276e+16	2.327e+22	2.043e+18	1.098e+07	2.245	0	-3.8e+05	3.88e+26
 1.358e-06	4.281e+16	2.329e+22	2.043e+18	1.101e+07	2.244	0	-3.8e+05	3.881e+26
  1.36e-06	4.285e+16	2.33e+22	2.043e+18	1.105e+07	2.243	0	-3.8e+05	3.886e+26
 1.362e-06	4.29e+16	2.332e+22	2.043e+18	1.109e+07	2.242	0	-3.8e+05	3.895e+26
 1.364e-06	4.295e+16	2.334e+22	2.043e+18	1.112e+07	2.242	0	-3.8e+05	3.904e+26
 1.366e-06	4.299e+16	2.335e+22	2.043e+18	1.115e+07	2.241	0	-3.8e+05	3.901e+26
 1.368e-06	4.304e+16	2.337e+22	2.043e+18	1.119e+07	2.24	0	-3.8e+05	3.901e+26
  1.37e-06	4.309e+16	2.338e+22	2.043e+18	1.122e+07	2.239	0	-3.8e+05	3.904e+26
 1.372e-06	4.313e+16	2.34e+22	2.043e+18	1.125e+07	2.239	0	-3.8e+05	3.912e+26
 1.374e-06	4.318e+16	2.341e+22	2.043e+18	1.128e+07	2.238	0	-3.8e+05	3.924e+26
 1.376e-06	4.323e+16	2.343e+22	2.043e+18	1.131e+07	2.237	0	-3.8e+05	3.922e+26
 1.378e-06	4.327e+16	2.344e+22	2.043e+18	1.134e+07	2.236	0	-3.8e+05	3.92e+26
  1.38e-06	4.332e+16	2.346e+22	2.043e+18	1.137e+07	2.236	0	-3.8e+05	3.922e+26
 1.382e-06	4.337e+16	2.347e+22	2.043e+18	1.139e+07	2.235	0	-3.8e+05	3.928e+26
 1.384e-06	4.341e+16	2.349e+22	2.043e+18	1.142e+07	2.234	0	-3.8e+05	3.938e+26
 1.386e-06	4.346e+16	2.35e+22	2.043e+18	1.145e+07	2.233	0	-3.8e+05	3.94e+26
 1.388e-06	4.351e+16	2.351e+22	2.044e+18	1.147e+07	2.233	0	-3.8e+05	3.937e+26
  1.39e-06	4.356e+16	2.353e+22	2.044e+18	1.15e+07	2.232	0	-3.8e+05	3.938e+26
 1.392e-06	4.36e+16	2.354e+22	2.044e+18	1.152e+07	2.231	0	-3.8e+05	3.942e+26
 1.394e-06	4.365e+16	2.356e+22	2.044e+18	1.155e+07	2.23	0	-3.8e+05	3.95e+26
 1.396e-06	4.37e+16	2.357e+22	2.044e+18	1.157e+07	2.23	0	-3.8e+05	3.956e+26
 1.398e-06	4.374e+16	2.358e+22	2.044e+18	1.16e+07	2.229	0	-3.8e+05	3.952e+26
   1.4e-06	4.379e+16	2.36e+22	2.044e+18	1.162e+07	2.228	0	-3.8e+05	3.951e+26
 1.402e-06	4.384e+16	2.361e+22	2.044e+18	1.164e+07	2.227	0	-3.8e+05	3.953e+26
 1.404e-06	4.389e+16	2.363e+22	2.044e+18	1.167e+07	2.226	0	-3.8e+05	3.96e+26
 1.406e-06	4.393e+16	2.364e+22	2.044e+18	1.169e+07	2.226	0	-3.8e+05	3.969e+26
 1.408e-06	4.398e+16	2.365e+22	2.044e+18	1.171e+07	2.225	0	-3.8e+05	3.965e+26
  1.41e-06	4.403e+16	2.367e+22	2.044e+18	1.173e+07	2.224	0	-3.8e+05	3.963e+26
 1.412e-06	4.407e+16	2.368e+22	2.044e+18	1.175e+07	2.223	0	-3.8e+05	3.965e+26
 1.414e-06	4.412e+16	2.37e+22	2.044e+18	1.178e+07	2.223	0	-3.8e+05	3.971e+26
 1.416e-06	4.417e+16	2.371e+22	2.044e+18	1.18e+07	2.222	0	-3.8e+05	3.981e+26
 1.418e-06	4.422e+16	2.372e+22	2.044e+18	1.182e+07	2.221	0	-3.8e+05	3.979e+26
  1.42e-06	4.426e+16	2.374e+22	2.044e+18	1.184e+07	2.22	0	-3.8e+05	3.976e+26
 1.422e-06	4.431e+16	2.375e+22	2.044e+18	1.186e+07	2.22	0	-3.8e+05	3.977e+26
 1.424e-06	4.436e+16	2.377e+22	2.044e+18	1.188e+07	2.219	0	-3.8e+05	3.981e+26
 1.426e-06	4.441e+16	2.378e+22	2.044e+18	1.19e+07	2.218	0	-3.8e+05	3.99e+26
 1.428e-06	4.445e+16	2.38e+22	2.044e+18	1.192e+07	2.217	0	-3.8e+05	3.992e+26
  1.43e-06	4.45e+16	2.381e+22	2.045e+18	1.194e+07	2.217	0	-3.8e+05	3.989e+26
 1.432e-06	4.455e+16	2.383e+22	2.045e+18	1.196e+07	2.216	0	-3.8e+05	3.99e+26
 1.434e-06	4.46e+16	2.384e+22	2.045e+18	1.198e+07	2.215	0	-3.8e+05	3.994e+26
 1.436e-06	4.464e+16	2.386e+22	2.045e+18	1.2e+07	2.214	0	-3.8e+05	4.003e+26
 1.438e-06	4.469e+16	2.387e+22	2.045e+18	1.202e+07	2.214	0	-3.8e+05	4.009e+26
  1.44e-06	4.474e+16	2.388e+22	2.045e+18	1.204e+07	2.213	0	-3.8e+05	4.007e+26
 1.442e-06	4.479e+16	2.39e+22	2.045e+18	1.205e+07	2.212	0	-3.8e+05	4.007e+26
 1.444e-06	4.484e+16	2.391e+22	2.045e+18	1.207e+07	2.211	0	-3.8e+05	4.012e+26
 1.446e-06	4.488e+16	2.392e+22	2.045e+18	1.209e+07	2.211	0	-3.8e+05	4.02e+26
 1.448e-06	4.493e+16	2.394e+22	2.045e+18	1.211e+07	2.21	0	-3.8e+05	4.03e+26
  1.45e-06	4.498e+16	2.395e+22	2.045e+18	1.213e+07	2.209	0	-3.8e+05	4.026e+26
 1.452e-06	4.503e+16	2.396e+22	2.045e+18	1.214e+07	2.208	0	-3.8e+05	4.026e+26
 1.454e-06	4.508e+16	2.398e+22	2.045e+18	1.216e+07	2.207	0	-3.8e+05	4.029e+26
 1.456e-06	4.512e+16	2.399e+22	2.045e+18	1.218e+07	2.207	0	-3.8e+05	4.036e+26
 1.458e-06	4.517e+16	2.4e+22	2.045e+18	1.22e+07	2.206	0	-3.8e+05	4.047e+26
  1.46e-06	4.522e+16	2.401e+22	2.045e+18	1.221e+07	2.205	0	-3.8e+05	4.044e+26
 1.462e-06	4.527e+16	2.402e+22	2.045e+18	1.223e+07	2.204	0	-3.8e+05	4.043e+26
 1.464e-06	4.532e+16	2.404e+22	2.045e+18	1.225e+07	2.204	0	-3.8e+05	4.045e+26
 1.466e-06	4.536e+16	2.405e+22	2.045e+18	1.227e+07	2.203	0	-3.8e+05	4.052e+26
 1.468e-06	4.541e+16	2.406e+22	2.045e+18	1.228e+07	2.202	0	-3.8e+05	4.065e+26
  1.47e-06	4.546e+16	2.407e+22	2.045e+18	1.23e+07	2.201	0	-3.8e+05	4.062e+26
 1.472e-06	4.551e+16	2.408e+22	2.046e+18	1.232e+07	2.201	0	-3.8e+05	4.061e+26
 1.474e-06	4.556e+16	2.409e+22	2.046e+18	1.233e+07	2.2	0	-3.8e+05	4.062e+26
 1.476e-06	4.56e+16	2.41e+22	2.046e+18	1.235e+07	2.199	0	-3.8e+05	4.068e+26
 1.478e-06	4.565e+16	2.411e+22	2.046e+18	1.236e+07	2.198	0	-3.8e+05	4.078e+26
  1.48e-06	4.57e+16	2.412e+22	2.046e+18	1.238e+07	2.198	0	-3.8e+05	4.079e+26
 1.482e-06	4.575e+16	2.413e+22	2.046e+18	1.24e+07	2.197	0	-3.8e+05	4.076e+26
 1.484e-06	4.58e+16	2.414e+22	2.046e+18	1.241e+07	2.196	0	-3.8e+05	4.077e+26
 1.486e-06	4.585e+16	2.415e+22	2.046e+18	1.243e+07	2.195	0	-3.8e+05	4.083e+26
 1.488e-06	4.589e+16	2.415e+22	2.046e+18	1.244e+07	2.195	0	-3.8e+05	4.092e+26
  1.49e-06	4.594e+16	2.416e+22	2.046e+18	1.246e+07	2.194	0	-3.8e+05	4.095e+26
 1.492e-06	4.599e+16	2.417e+22	2.046e+18	1.247e+07	2.193	0	-3.8e+05	4.092e+26
 1.494e-06	4.604e+16	2.418e+22	2.046e+18	1.249e+07	2.192	0	-3.8e+05	4.092e+26
 1.496e-06	4.609e+16	2.419e+22	2.046e+18	1.25e+07	2.192	0	-3.8e+05	4.096e+26
 1.498e-06	4.614e+16	2.419e+22	2.046e+18	1.252e+07	2.191	0	-3.8e+05	4.105e+26
   1.5e-06	4.618e+16	2.42e+22	2.046e+18	1.253e+07	2.19	0	-3.8e+05	4.109e+26
 1.502e-06	4.623e+16	2.421e+22	2.046e+18	1.255e+07	2.189	0	-3.8e+05	4.107e+26
 1.504e-06	4.628e+16	2.421e+22	2.046e+18	1.256e+07	2.188	0	-3.8e+05	4.107e+26
 1.506e-06	4.633e+16	2.422e+22	2.046e+18	1.258e+07	2.188	0	-3.8e+05	4.112e+26
 1.508e-06	4.638e+16	2.423e+22	2.046e+18	1.259e+07	2.187	0	-3.8e+05	4.122e+26
  1.51e-06	4.643e+16	2.423e+22	2.046e+18	1.261e+07	2.186	0	-3.8e+05	4.128e+26
 1.512e-06	4.647e+16	2.424e+22	2.046e+18	1.262e+07	2.185	0	-3.8e+05	4.125e+26
 1.514e-06	4.652e+16	2.424e+22	2.047e+18	1.264e+07	2.185	0	-3.8e+05	4.125e+26
 1.516e-06	4.657e+16	2.424e+22	2.047e+18	1.265e+07	2.184	0	-3.8e+05	4.129e+26
 1.518e-06	4.662e+16	2.425e+22	2.047e+18	1.267e+07	2.183	0	-3.8e+05	4.138e+26
  1.52e-06	4.667e+16	2.425e+22	2.047e+18	1.268e+07	2.182	0	-3.8e+05	4.144e+26
 1.522e-06	4.672e+16	2.425e+22	2.047e+18	1.269e+07	2.182	0	-3.8e+05	4.141e+26
 1.524e-06	4.677e+16	2.426e+22	2.047e+18	1.271e+07	2.181	0	-3.8e+05	4.14e+26
 1.526e-06	4.681e+16	2.426e+22	2.047e+18	1.272e+07	2.18	0	-3.8e+05	4.144e+26
 1.528e-06	4.686e+16	2.426e+22	2.047e+18	1.274e+07	2.179	0	-3.8e+05	4.152e+26
  1.53e-06	4.691e+16	2.426e+22	2.047e+18	1.275e+07	2.179	0	-3.8e+05	4.159e+26
 1.532e-06	4.696e+16	2.426e+22	2.047e+18	1.276e+07	2.178	0	-3.8e+05	4.155e+26
 1.534e-06	4.701e+16	2.426e+22	2.047e+18	1.278e+07	2.177	0	-3.8e+05	4.155e+26
 1.536e-06	4.706e+16	2.426e+22	2.047e+18	1.279e+07	2.176	0	-3.8e+05	4.159e+26
 1.538e-06	4.711e+16	2.426e+22	2.047e+18	1.28e+07	2.176	0	-3.8e+05	4.167e+26
  1.54e-06	4.715e+16	2.426e+22	2.047e+18	1.282e+07	2.175	0	-3.8e+05	4.174e+26
 1.542e-06	4.72e+16	2.425e+22	2.047e+18	1.283e+07	2.174	0	-3.8e+05	4.171e+26
 1.544e-06	4.725e+16	2.425e+22	2.047e+18	1.285e+07	2.173	0	-3.8e+05	4.171e+26
 1.546e-06	4.73e+16	2.425e+22	2.047e+18	1.286e+07	2.173	0	-3.8e+05	4.174e+26
 1.548e-06	4.735e+16	2.425e+22	2.047e+18	1.287e+07	2.172	0	-3.8e+05	4.183e+26
  1.55e-06	4.74e+16	2.424e+22	2.047e+18	1.289e+07	2.171	0	-3.8e+05	4.191e+26
 1.552e-06	4.744e+16	2.423e+22	2.047e+18	1.29e+07	2.17	0	-3.8e+05	4.188e+26
 1.554e-06	4.749e+16	2.423e+22	2.047e+18	1.291e+07	2.169	0	-3.8e+05	4.189e+26
 1.556e-06	4.754e+16	2.422e+22	2.048e+18	1.292e+07	2.169	0	-3.8e+05	4.194e+26
 1.558e-06	4.759e+16	2.421e+22	2.048e+18	1.294e+07	2.168	0	-3.8e+05	4.203e+26
  1.56e-06	4.764e+16	2.42e+22	2.048e+18	1.295e+07	2.167	0	-3.8e+05	4.212e+26
 1.562e-06	4.769e+16	2.419e+22	2.048e+18	1.296e+07	2.166	0	-3.8e+05	4.21e+26
 1.564e-06	4.774e+16	2.418e+22	2.048e+18	1.298e+07	2.166	0	-3.8e+05	4.21e+26
 1.566e-06	4.778e+16	2.417e+22	2.048e+18	1.299e+07	2.165	0	-3.8e+05	4.215e+26
 1.568e-06	4.783e+16	2.415e+22	2.048e+18	1.3e+07	2.164	0	-3.8e+05	4.224e+26
  1.57e-06	4.788e+16	2.414e+22	2.048e+18	1.301e+07	2.163	0	-3.8e+05	4.233e+26
 1.572e-06	4.793e+16	2.412e+22	2.048e+18	1.303e+07	2.163	0	-3.8e+05	4.23e+26
 1.574e-06	4.798e+16	2.41e+22	2.048e+18	1.304e+07	2.162	0	-3.8e+05	4.231e+26
 1.576e-06	4.802e+16	2.408e+22	2.048e+18	1.305e+07	2.161	0	-3.8e+05	4.235e+26
 1.578e-06	4.807e+16	2.406e+22	2.048e+18	1.306e+07	2.16	0	-3.8e+05	4.244e+26
  1.58e-06	4.812e+16	2.404e+22	2.048e+18	1.308e+07	2.16	0	-3.8e+05	4.252e+26
 1.582e-06	4.817e+16	2.402e+22	2.048e+18	1.309e+07	2.159	0	-3.8e+05	4.249e+26
 1.584e-06	4.822e+16	2.399e+22	2.048e+18	1.31e+07	2.158	0	-3.8e+05	4.249e+26
 1.586e-06	4.827e+16	2.397e+22	2.048e+18	1.311e+07	2.157	0	-3.8e+05	4.254e+26
 1.588e-06	4.831e+16	2.394e+22	2.048e+18	1.313e+07	2.157	0	-3.8e+05	4.262e+26
  1.59e-06	4.836e+16	2.391e+22	2.048e+18	1.314e+07	2.156	0	-3.8e+05	4.269e+26
 1.592e-06	4.841e+16	2.388e+22	2.048e+18	1.315e+07	2.155	0	-3.8e+05	4.266e+26
 1.594e-06	4.846e+16	2.385e+22	2.048e+18	1.316e+07	2.154	0	-3.8e+05	4.267e+26
 1.596e-06	4.85e+16	2.382e+22	2.049e+18	1.317e+07	2.154	0	-3.8e+05	4.272e+26
 1.598e-06	4.855e+16	2.379e+22	2.049e+18	1.319e+07	2.153	0	-3.8e+05	4.282e+26
   1.6e-06	4.86e+16	2.375e+22	2.049e+18	1.32e+07	2.152	0	-3.8e+05	4.287e+26
 1.602e-06	4.865e+16	2.371e+22	2.049e+18	1.321e+07	2.151	0	-3.8e+05	4.285e+26
 1.604e-06	4.869e+16	2.367e+22	2.049e+18	1.322e+07	2.15	0	-3.8e+05	4.287e+26
 1.606e-06	4.874e+16	2.363e+22	2.049e+18	1.323e+07	2.15	0	-3.8e+05	4.293e+26
 1.608e-06	4.879e+16	2.358e+22	2.049e+18	1.324e+07	2.149	0	-3.8e+05	4.303e+26
  1.61e-06	4.884e+16	2.354e+22	2.049e+18	1.326e+07	2.148	0	-3.8e+05	4.308e+26
 1.612e-06	4.888e+16	2.349e+22	2.049e+18	1.327e+07	2.147	0	-3.8e+05	4.306e+26
 1.614e-06	4.893e+16	2.344e+22	2.049e+18	1.328e+07	2.147	0	-3.8e+05	4.308e+26
 1.616e-06	4.898e+16	2.339e+22	2.049e+18	1.329e+07	2.146	0	-3.8e+05	4.314e+26
 1.618e-06	4.902e+16	2.333e+22	2.049e+18	1.33e+07	2.145	0	-3.8e+05	4.325e+26
  1.62e-06	4.907e+16	2.327e+22	2.049e+18	1.331e+07	2.144	0	-3.8e+05	4.329e+26
