  x  	  n(x)  	  dndx(x)  	 (maj)p(x) 	  Alfa  	  Conduction level  	  Valence level  	 EQ Field   	 Generation

         0	9.615e+15	0	2.01e+18	1.084e-15	2.76	0	-3.8e+05	4.857e+27
     2e-09	9.942e+15	1.611e+23	2.01e+18	1.169e-15	2.759	0	-3.8e+05	4.708e+27
     4e-09	1.026e+16	1.563e+23	2.01e+18	1.262e-15	2.758	0	-3.8e+05	4.563e+27
     6e-09	1.057e+16	1.517e+23	2.011e+18	1.361e-15	2.758	0	-3.8e+05	4.423e+27
     8e-09	1.087e+16	1.473e+23	2.011e+18	1.469e-15	2.757	0	-3.8e+05	4.288e+27
     1e-08	1.116e+16	1.43e+23	2.011e+18	1.585e-15	2.756	0	-3.8e+05	4.158e+27
   1.2e-08	1.144e+16	1.389e+23	2.011e+18	1.71e-15	2.755	0	-3.8e+05	4.032e+27
   1.4e-08	1.171e+16	1.348e+23	2.012e+18	1.845e-15	2.755	0	-3.8e+05	3.91e+27
   1.6e-08	1.198e+16	1.31e+23	2.012e+18	1.99e-15	2.754	0	-3.8e+05	3.791e+27
   1.8e-08	1.224e+16	1.272e+23	2.012e+18	2.147e-15	2.753	0	-3.8e+05	3.676e+27
     2e-08	1.249e+16	1.236e+23	2.012e+18	2.317e-15	2.752	0	-3.8e+05	3.565e+27
   2.2e-08	1.273e+16	1.2e+23	2.013e+18	2.5e-15	2.752	0	-3.8e+05	3.457e+27
   2.4e-08	1.297e+16	1.166e+23	2.013e+18	2.697e-15	2.751	0	-3.8e+05	3.354e+27
   2.6e-08	1.32e+16	1.133e+23	2.013e+18	2.91e-15	2.75	0	-3.8e+05	3.254e+27
   2.8e-08	1.342e+16	1.101e+23	2.013e+18	3.14e-15	2.749	0	-3.8e+05	3.157e+27
     3e-08	1.364e+16	1.07e+23	2.014e+18	3.388e-15	2.749	0	-3.8e+05	3.063e+27
   3.2e-08	1.385e+16	1.04e+23	2.014e+18	3.656e-15	2.748	0	-3.8e+05	2.971e+27
   3.4e-08	1.405e+16	1.011e+23	2.014e+18	3.944e-15	2.747	0	-3.8e+05	2.883e+27
   3.6e-08	1.425e+16	9.835e+22	2.014e+18	4.256e-15	2.746	0	-3.8e+05	2.797e+27
   3.8e-08	1.445e+16	9.564e+22	2.014e+18	4.592e-15	2.746	0	-3.8e+05	2.714e+27
     4e-08	1.464e+16	9.301e+22	2.015e+18	4.955e-15	2.745	0	-3.8e+05	2.634e+27
   4.2e-08	1.482e+16	9.047e+22	2.015e+18	5.346e-15	2.744	0	-3.8e+05	2.557e+27
   4.4e-08	1.5e+16	8.802e+22	2.015e+18	5.768e-15	2.743	0	-3.8e+05	2.483e+27
   4.6e-08	1.517e+16	8.564e+22	2.015e+18	6.223e-15	2.743	0	-3.8e+05	2.411e+27
   4.8e-08	1.534e+16	8.334e+22	2.015e+18	6.715e-15	2.742	0	-3.8e+05	2.34e+27
     5e-08	1.55e+16	8.111e+22	2.016e+18	7.245e-15	2.741	0	-3.8e+05	2.272e+27
   5.2e-08	1.566e+16	7.896e+22	2.016e+18	7.817e-15	2.74	0	-3.8e+05	2.206e+27
   5.4e-08	1.582e+16	7.687e+22	2.016e+18	8.434e-15	2.739	0	-3.8e+05	2.142e+27
   5.6e-08	1.597e+16	7.486e+22	2.016e+18	9.1e-15	2.739	0	-3.8e+05	2.081e+27
   5.8e-08	1.612e+16	7.291e+22	2.016e+18	9.819e-15	2.738	0	-3.8e+05	2.022e+27
     6e-08	1.626e+16	7.102e+22	2.016e+18	1.059e-14	2.737	0	-3.8e+05	1.965e+27
   6.2e-08	1.64e+16	6.919e+22	2.016e+18	1.143e-14	2.736	0	-3.8e+05	1.909e+27
   6.4e-08	1.654e+16	6.742e+22	2.017e+18	1.233e-14	2.736	0	-3.8e+05	1.854e+27
   6.6e-08	1.667e+16	6.571e+22	2.017e+18	1.331e-14	2.735	0	-3.8e+05	1.802e+27
   6.8e-08	1.68e+16	6.406e+22	2.017e+18	1.436e-14	2.734	0	-3.8e+05	1.751e+27
     7e-08	1.693e+16	6.246e+22	2.017e+18	1.549e-14	2.733	0	-3.8e+05	1.702e+27
   7.2e-08	1.705e+16	6.091e+22	2.017e+18	1.671e-14	2.733	0	-3.8e+05	1.655e+27
   7.4e-08	1.717e+16	5.941e+22	2.017e+18	1.803e-14	2.732	0	-3.8e+05	1.61e+27
   7.6e-08	1.729e+16	5.795e+22	2.017e+18	1.946e-14	2.731	0	-3.8e+05	1.566e+27
   7.8e-08	1.74e+16	5.655e+22	2.017e+18	2.1e-14	2.73	0	-3.8e+05	1.524e+27
     8e-08	1.752e+16	5.519e+22	2.018e+18	2.265e-14	2.73	0	-3.8e+05	1.481e+27
   8.2e-08	1.763e+16	5.387e+22	2.018e+18	2.444e-14	2.729	0	-3.8e+05	1.441e+27
   8.4e-08	1.773e+16	5.26e+22	2.018e+18	2.637e-14	2.728	0	-3.8e+05	1.402e+27
   8.6e-08	1.784e+16	5.137e+22	2.018e+18	2.845e-14	2.727	0	-3.8e+05	1.364e+27
   8.8e-08	1.794e+16	5.018e+22	2.018e+18	3.07e-14	2.727	0	-3.8e+05	1.328e+27
     9e-08	1.804e+16	4.903e+22	2.018e+18	3.313e-14	2.726	0	-3.8e+05	1.293e+27
   9.2e-08	1.813e+16	4.791e+22	2.018e+18	3.574e-14	2.725	0	-3.8e+05	1.26e+27
   9.4e-08	1.823e+16	4.683e+22	2.018e+18	3.856e-14	2.724	0	-3.8e+05	1.227e+27
   9.6e-08	1.832e+16	4.578e+22	2.018e+18	4.161e-14	2.724	0	-3.8e+05	1.195e+27
   9.8e-08	1.841e+16	4.477e+22	2.018e+18	4.489e-14	2.723	0	-3.8e+05	1.164e+27
     1e-07	1.85e+16	4.379e+22	2.018e+18	4.844e-14	2.722	0	-3.8e+05	1.133e+27
  1.02e-07	1.859e+16	4.285e+22	2.019e+18	5.226e-14	2.721	0	-3.8e+05	1.105e+27
  1.04e-07	1.867e+16	4.193e+22	2.019e+18	5.639e-14	2.72	0	-3.8e+05	1.077e+27
  1.06e-07	1.875e+16	4.104e+22	2.019e+18	6.084e-14	2.72	0	-3.8e+05	1.05e+27
  1.08e-07	1.884e+16	4.019e+22	2.019e+18	6.565e-14	2.719	0	-3.8e+05	1.025e+27
   1.1e-07	1.891e+16	3.935e+22	2.019e+18	7.083e-14	2.718	0	-3.8e+05	9.995e+26
  1.12e-07	1.899e+16	3.855e+22	2.019e+18	7.642e-14	2.717	0	-3.8e+05	9.744e+26
  1.14e-07	1.907e+16	3.777e+22	2.019e+18	8.246e-14	2.717	0	-3.8e+05	9.503e+26
  1.16e-07	1.914e+16	3.702e+22	2.019e+18	8.897e-14	2.716	0	-3.8e+05	9.272e+26
  1.18e-07	1.922e+16	3.629e+22	2.019e+18	9.6e-14	2.715	0	-3.8e+05	9.05e+26
   1.2e-07	1.929e+16	3.559e+22	2.019e+18	1.036e-13	2.714	0	-3.8e+05	8.838e+26
  1.22e-07	1.936e+16	3.491e+22	2.019e+18	1.118e-13	2.714	0	-3.8e+05	8.636e+26
  1.24e-07	1.943e+16	3.425e+22	2.019e+18	1.206e-13	2.713	0	-3.8e+05	8.443e+26
  1.26e-07	1.95e+16	3.361e+22	2.019e+18	1.301e-13	2.712	0	-3.8e+05	8.242e+26
  1.28e-07	1.956e+16	3.299e+22	2.02e+18	1.404e-13	2.711	0	-3.8e+05	8.048e+26
   1.3e-07	1.963e+16	3.239e+22	2.02e+18	1.515e-13	2.711	0	-3.8e+05	7.862e+26
  1.32e-07	1.969e+16	3.181e+22	2.02e+18	1.634e-13	2.71	0	-3.8e+05	7.683e+26
  1.34e-07	1.976e+16	3.125e+22	2.02e+18	1.763e-13	2.709	0	-3.8e+05	7.513e+26
