x 	 n(x) 	 p(x) 	 Conduction level 	 Valence level 	 Fermi level 	 Generation 
 3.158e-06	3.578e+16	1.463e+16	0.5096	-0.994	0.25	9.785e+26
 3.159e-06	3.555e+16	1.43e+16	0.5091	-0.9944	0.25	9.704e+26
  3.16e-06	3.529e+16	1.396e+16	0.5086	-0.9947	0.25	9.624e+26
 3.162e-06	3.5e+16	1.363e+16	0.508	-0.995	0.25	9.543e+26
 3.163e-06	3.468e+16	1.329e+16	0.5076	-0.9953	0.25	9.463e+26
 3.164e-06	3.433e+16	1.294e+16	0.5071	-0.9956	0.25	9.383e+26
 3.165e-06	3.395e+16	1.259e+16	0.5066	-0.9959	0.25	9.3e+26
 3.166e-06	3.354e+16	1.224e+16	0.5062	-0.9962	0.25	9.217e+26
 3.168e-06	3.31e+16	1.188e+16	0.5057	-0.9965	0.25	9.134e+26
 3.169e-06	3.263e+16	1.152e+16	0.5053	-0.9967	0.25	9.051e+26
  3.17e-06	3.213e+16	1.115e+16	0.5049	-0.997	0.25	8.968e+26
 3.171e-06	3.161e+16	1.078e+16	0.5045	-0.9972	0.25	8.885e+26
 3.172e-06	3.105e+16	1.041e+16	0.5042	-0.9974	0.25	8.803e+26
 3.174e-06	3.046e+16	1.002e+16	0.5038	-0.9976	0.25	8.72e+26
 3.175e-06	2.985e+16	9.638e+15	0.5035	-0.9979	0.25	8.638e+26
 3.176e-06	2.921e+16	9.246e+15	0.5031	-0.9981	0.25	8.555e+26
 3.177e-06	2.854e+16	8.848e+15	0.5028	-0.9982	0.25	8.473e+26
 3.178e-06	2.784e+16	8.444e+15	0.5025	-0.9984	0.25	8.391e+26
  3.18e-06	2.711e+16	8.035e+15	0.5023	-0.9986	0.25	8.307e+26
 3.181e-06	2.636e+16	7.62e+15	0.502	-0.9988	0.25	8.223e+26
 3.182e-06	2.559e+16	7.198e+15	0.5018	-0.9989	0.25	8.139e+26
 3.183e-06	2.479e+16	6.77e+15	0.5015	-0.999	0.25	8.055e+26
 3.184e-06	2.396e+16	6.336e+15	0.5013	-0.9992	0.25	7.97e+26
 3.186e-06	2.311e+16	5.895e+15	0.5011	-0.9993	0.25	7.886e+26
 3.187e-06	2.224e+16	5.447e+15	0.501	-0.9994	0.25	7.802e+26
 3.188e-06	2.135e+16	4.992e+15	0.5008	-0.9995	0.25	7.718e+26
 3.189e-06	2.044e+16	4.53e+15	0.5006	-0.9996	0.25	7.633e+26
  3.19e-06	1.951e+16	4.06e+15	0.5005	-0.9997	0.25	7.549e+26
 3.192e-06	1.856e+16	3.582e+15	0.5004	-0.9998	0.25	7.465e+26
 3.193e-06	1.76e+16	3.096e+15	0.5003	-0.9998	0.25	7.381e+26
 3.194e-06	1.662e+16	2.602e+15	0.5002	-0.9999	0.25	7.297e+26
 3.195e-06	1.562e+16	2.1e+15	0.5001	-0.9999	0.25	7.213e+26
 3.196e-06	1.461e+16	1.589e+15	0.5001	-1	0.25	7.129e+26
 3.198e-06	1.359e+16	1.069e+15	0.5	-1	0.25	7.045e+26
 3.199e-06	1.256e+16	5.391e+14	0.5	-1	0.25	6.961e+26
   3.2e-06	2e+17	0	0.5	-1	0.25	6.877e+26
